timestamps,TP9,AF7,AF8,TP10,Right AUX
1688994412.104,-19.043,34.180,19.043,-9.277,69.336
1688994412.108,-12.695,29.297,23.926,-3.906,54.199
1688994412.112,-17.090,43.945,20.508,4.395,84.473
1688994412.115,-26.855,37.109,15.137,1.953,76.172
1688994412.119,-17.090,17.090,14.160,-4.883,33.203
1688994412.123,-15.137,19.531,10.742,-16.602,70.312
1688994412.127,-15.137,27.832,-0.488,-11.719,81.543
1688994412.131,-3.906,25.879,2.930,3.418,80.078
1688994412.135,11.719,26.855,10.254,15.137,63.965
1688994412.139,11.719,24.902,8.301,26.855,61.035
1688994412.143,20.020,18.555,6.348,21.484,3.906
1688994412.147,19.043,16.113,9.277,9.766,4.395
1688994412.151,7.324,17.090,12.695,9.766,33.203
1688994412.155,18.066,20.996,13.672,23.926,56.152
1688994412.158,24.902,11.719,18.066,31.250,70.801
1688994412.162,21.973,0.977,13.672,22.461,29.297
1688994412.166,23.438,13.184,11.719,20.996,26.855
1688994412.170,30.273,14.648,20.508,16.602,25.879
1688994412.174,34.668,15.625,18.066,24.414,23.438
1688994412.178,36.621,19.043,16.113,33.203,-12.695
1688994412.182,24.414,12.207,16.113,22.461,-55.176
1688994412.186,26.367,13.672,10.742,26.367,24.902
1688994412.190,31.738,15.625,16.113,29.297,70.312
1688994412.194,31.738,15.625,20.996,29.785,48.340
1688994412.198,45.898,21.484,20.508,29.785,11.230
1688994412.201,45.410,28.809,19.531,25.391,27.344
1688994412.205,40.039,20.020,20.508,25.391,-7.324
1688994412.209,42.480,20.508,22.949,36.133,-50.781
1688994412.213,31.250,17.578,20.508,49.805,-32.715
1688994412.217,32.715,6.348,21.484,39.062,-33.691
1688994412.221,33.203,-4.395,21.973,13.184,6.348
1688994412.225,20.020,10.742,18.555,10.742,-6.836
1688994412.229,18.555,44.922,18.555,14.648,17.578
